run_id,model,accuracy,f1,weighted_precision,weighted_recall,saved_model_path,n_train,n_test
20260226_094437,LogisticRegression_Multinomial,0.8494773519163763,0.8148152162121537,0.8718332284628922,0.8494773519163763,/content/drive/MyDrive/7006SCN_project/models/LogisticRegression_Multinomial_20260226_094437,6091,1435
20260226_094437,RandomForest,0.8975609756097561,0.8792367543174691,0.9029920153557248,0.8975609756097561,/content/drive/MyDrive/7006SCN_project/models/RandomForest_20260226_094437,6091,1435
20260226_094437,OvR_LinearSVC,0.805574912891986,0.7803027092585586,0.8301002240978635,0.805574912891986,/content/drive/MyDrive/7006SCN_project/models/OvR_LinearSVC_20260226_094437,6091,1435
20260226_094437,OvR_LogReg,0.845993031358885,0.8147155969286282,0.8805109672427919,0.845993031358885,/content/drive/MyDrive/7006SCN_project/models/OvR_LogReg_20260226_094437,6091,1435
