run_id,model,actual_label_index,pred_label_index,count
20260226_094437,OvR_LinearSVC,2.0,3.0,35.0
20260226_094437,OvR_LinearSVC,2.0,4.0,0.0
20260226_094437,OvR_LinearSVC,2.0,5.0,0.0
20260226_094437,OvR_LinearSVC,2.0,6.0,0.0
20260226_094437,OvR_LinearSVC,2.0,7.0,0.0
20260226_094437,OvR_LinearSVC,2.0,8.0,0.0
20260226_094437,OvR_LinearSVC,2.0,9.0,0.0
20260226_094437,OvR_LinearSVC,2.0,10.0,0.0
20260226_094437,OvR_LinearSVC,2.0,11.0,0.0
20260226_094437,OvR_LinearSVC,2.0,12.0,0.0
20260226_094437,OvR_LinearSVC,2.0,13.0,0.0
20260226_094437,OvR_LinearSVC,3.0,0.0,0.0
20260226_094437,OvR_LinearSVC,3.0,1.0,0.0
20260226_094437,OvR_LinearSVC,3.0,2.0,0.0
20260226_094437,OvR_LinearSVC,3.0,3.0,168.0
20260226_094437,OvR_LinearSVC,3.0,4.0,0.0
20260226_094437,OvR_LinearSVC,3.0,5.0,0.0
20260226_094437,OvR_LinearSVC,3.0,6.0,0.0
20260226_094437,OvR_LinearSVC,3.0,7.0,0.0
20260226_094437,OvR_LinearSVC,3.0,8.0,0.0
20260226_094437,OvR_LinearSVC,3.0,9.0,0.0
20260226_094437,OvR_LinearSVC,3.0,10.0,0.0
20260226_094437,OvR_LinearSVC,3.0,11.0,0.0
20260226_094437,OvR_LinearSVC,3.0,12.0,0.0
20260226_094437,OvR_LinearSVC,3.0,13.0,0.0
20260226_094437,OvR_LinearSVC,4.0,0.0,68.0
20260226_094437,OvR_LinearSVC,4.0,1.0,0.0
20260226_094437,OvR_LinearSVC,4.0,2.0,0.0
20260226_094437,OvR_LinearSVC,4.0,3.0,0.0
20260226_094437,OvR_LinearSVC,4.0,4.0,71.0
20260226_094437,OvR_LinearSVC,4.0,5.0,0.0
20260226_094437,OvR_LinearSVC,4.0,6.0,0.0
20260226_094437,OvR_LinearSVC,4.0,7.0,0.0
20260226_094437,OvR_LinearSVC,4.0,8.0,0.0
20260226_094437,OvR_LinearSVC,4.0,9.0,0.0
20260226_094437,OvR_LinearSVC,4.0,10.0,0.0
20260226_094437,OvR_LinearSVC,4.0,11.0,0.0
20260226_094437,OvR_LinearSVC,4.0,12.0,0.0
20260226_094437,OvR_LinearSVC,4.0,13.0,0.0
20260226_094437,OvR_LinearSVC,5.0,0.0,2.0
20260226_094437,OvR_LinearSVC,5.0,1.0,14.0
20260226_094437,OvR_LinearSVC,5.0,2.0,19.0
20260226_094437,OvR_LinearSVC,5.0,3.0,0.0
20260226_094437,OvR_LinearSVC,5.0,4.0,0.0
20260226_094437,OvR_LinearSVC,5.0,5.0,100.0
20260226_094437,OvR_LinearSVC,5.0,6.0,0.0
20260226_094437,OvR_LinearSVC,5.0,7.0,0.0
20260226_094437,OvR_LinearSVC,5.0,8.0,0.0
20260226_094437,OvR_LinearSVC,5.0,9.0,0.0
20260226_094437,OvR_LinearSVC,5.0,10.0,0.0
20260226_094437,OvR_LinearSVC,5.0,11.0,0.0
20260226_094437,OvR_LinearSVC,5.0,12.0,0.0
20260226_094437,OvR_LinearSVC,5.0,13.0,0.0
